,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfDependents
24183,0,0.017719291,89,0,13.0,321.95,5,0,0,0.0
24184,0,0.394560544,64,0,2339.0,0.02,9,0,1,0.0
24185,0,0.039271689,27,0,1.613905325,675.0,7,0,0,0.0
24186,0,0.028464785,66,1,0.269028871,7619.0,16,0,1,0.0
24187,0,0.794664652,33,1,0.367516849,7566.0,18,0,1,0.0
24188,0,0.124561217,46,0,0.168332667,2500.0,13,0,0,0.0
24189,0,1.001034126,58,1,0.224329692,10069.0,5,0,1,1.0
24190,0,0.306293874,42,0,0.318209805,25985.0,5,0,2,1.0
24191,0,0.15400752,64,0,0.482752875,6000.0,13,0,2,0.0
24192,0,0.045247738,70,0,27.0,0.33,3,0,0,0.0
24193,0,0.737043826,53,0,0.022853878,7000.0,2,0,0,1.0
24194,0,0.065138464,72,0,0.34252019,7800.0,8,0,2,1.0
24195,0,0.504237394,54,0,0.230643011,9750.0,4,0,1,0.0
24196,0,0.023637371,85,0,0.12998762,10500.0,16,0,1,0.0
24197,0,0.323496055,61,0,0.180666667,11999.0,10,0,1,1.0
24198,0,0.9999999,47,0,0.357264274,10000.0,8,0,1,2.0
24199,1,0.9999999,23,0,0.0,1200.0,0,2,0,0.0
24200,0,0.00539964,61,0,1830.0,0.12,16,0,1,0.0
24201,0,0.154935516,45,0,0.384689225,12500.0,15,0,2,3.0
24202,0,0.9999999,51,1,0.073325213,4104.0,3,0,0,0.0
24203,0,0.102908764,53,0,0.02465096,4583.0,4,0,0,0.0
24204,0,0.396731025,43,0,0.477957284,7303.0,7,0,2,1.0
24205,0,0.195066784,44,0,0.486876823,7200.0,5,0,2,3.0
24206,0,0.035613397,51,0,0.158655584,2766.0,9,0,0,1.0
24207,0,0.226085563,55,0,3301.0,0.0,15,0,2,0.0
24208,0,0.202174864,39,0,3582.0,0.01,9,0,1,0.0
24209,0,0.236827936,26,1,0.135969784,4500.0,4,0,0,0.0
24210,0,0.55613391,36,0,0.151914167,4100.0,4,0,0,0.0
24211,0,0.542892625,55,1,0.444097889,4167.0,21,1,0,0.0
24212,0,0.883058471,60,0,0.449809216,6813.0,7,0,0,0.0
24213,0,0.0,72,0,1286.0,0.08,6,0,1,0.0
24214,0,0.9999999,73,0,1554.0,0.19,8,0,1,0.0
24215,0,0.969961202,42,0,0.736646986,7282.0,10,0,2,1.0
24216,0,0.099075898,52,0,0.225474255,3689.0,9,0,0,1.0
24217,0,0.021299234,67,0,0.595821615,2488.0,7,0,1,1.0
24218,1,0.741857191,51,4,0.453969372,5680.0,14,0,1,0.0
24219,0,0.711948783,67,0,0.264111669,16333.0,9,0,5,1.0
24220,0,0.462128094,68,0,0.614038596,10000.0,21,0,2,1.0
24221,0,0.282423085,79,0,725.0,0.23,5,0,1,0.0
24222,0,0.01324595,55,0,0.005759539,4166.0,6,0,0,1.0
24223,0,0.008374477,81,0,4.0,879.74,1,0,0,0.0
24224,0,0.0,64,0,1434.0,0.33,10,0,1,0.0
24225,0,0.0,61,0,1038.0,0.01,7,0,0,0.0
24226,0,0.0,33,0,0.166458385,4000.0,5,0,0,0.0
24227,0,0.006137192,68,0,412.0,0.27,17,0,0,0.0
24228,0,0.924075503,67,0,16788.0,0.0,12,0,1,0.0
24229,0,0.524067318,33,2,0.45423341,3495.0,6,0,1,3.0
24230,0,0.9999999,39,0,0.000959923,4166.0,0,0,0,3.0
24231,1,0.916691912,35,0,0.23613963,2434.0,5,1,0,2.0
24232,0,0.052878073,77,0,0.011093502,4416.0,7,0,0,0.0
24233,0,0.001393485,85,0,0.21695558,7383.0,12,0,1,0.0
24234,0,0.0,62,0,17.0,15.23,4,0,0,0.0
24235,0,0.0,46,0,0.192100987,8000.0,3,0,1,1.0
24236,0,0.754379329,56,1,0.557407099,6000.0,8,0,2,2.0
24237,0,0.382773538,52,1,0.148455094,11100.0,15,0,0,0.0
24238,0,0.009917446,64,0,0.447430975,5468.0,12,0,2,0.0
24239,0,0.9999999,82,0,1.0,1244.47,4,0,0,0.0
24240,0,0.401926922,47,1,0.377758471,5754.0,15,0,2,0.0
24241,0,0.0,73,0,550.0,0.17,6,0,1,0.0
24242,0,0.066143755,35,0,0.41551207,7000.0,8,0,2,4.0
24243,0,0.051983847,58,0,0.51712834,6100.0,4,0,1,1.0
24244,0,0.020677616,54,0,872.0,0.23,6,1,1,0.0
24245,0,0.024035428,77,0,0.571728849,5708.0,16,0,1,0.0
24246,0,0.46829966,47,0,0.355966098,10500.0,16,0,2,3.0
24247,0,0.147878047,49,0,4919.0,0.21,19,0,1,4.0
24248,0,0.717856429,32,0,0.026524541,4033.0,1,0,0,0.0
24249,0,0.06190348,57,0,0.146799667,6014.0,5,0,1,0.0
24250,0,0.9999999,62,0,0.13170575,3112.0,1,0,0,0.0
24251,0,0.008233059,34,0,0.340627491,13800.0,4,0,2,0.0
24252,0,0.277925732,46,0,0.207083545,5900.0,8,0,0,0.0
24253,0,0.644921637,45,2,0.825604021,12333.0,18,0,4,2.0
24254,0,0.230720281,63,0,0.061755146,3691.0,2,0,0,0.0
24255,0,0.9999999,40,0,1.0,0.0,1,0,0,0.0
24256,0,0.0,80,0,0.0,6897.02130952381,2,0,0,0.0
24257,0,0.013173337,46,0,0.382373947,7000.0,9,0,1,2.0
24258,0,1.083373964,46,4,356.0,12.35,7,2,0,0.0
24259,0,0.194964419,56,0,0.419258074,10000.0,12,0,2,3.0
24260,0,0.463381795,69,1,2674.0,0.0,10,0,1,0.0
24261,0,0.610853267,55,0,230.0,0.34,3,0,0,0.0
24262,0,0.372600668,78,0,0.413091641,4964.0,7,0,2,0.0
24263,0,0.9999999,33,0,0.110857515,6133.0,6,0,0,0.0
24264,0,0.022165103,58,2,0.226396917,9341.0,13,0,1,1.0
24265,0,0.093506387,43,0,0.392428596,5916.0,11,0,2,0.0
24266,0,0.08334153,57,0,0.089970977,3100.0,4,0,0,0.0
24267,0,0.019595116,71,0,0.518958687,5300.0,21,0,2,0.0
24268,0,0.898203593,21,0,0.005369682,2420.0,1,0,0,0.0
24269,0,0.0,44,0,1.070371082,5200.0,10,0,1,2.0
24270,0,0.050164296,54,0,0.287942412,5000.0,12,0,1,1.0
24271,0,0.537226596,62,0,1557.0,0.39,6,0,1,0.0
24272,0,0.0,52,0,1724.0,0.33,10,0,1,3.0
24273,1,0.02279772,48,4,1.347150259,1350.0,11,0,2,0.0
24274,0,0.661135708,46,0,0.564065159,4112.0,8,0,2,1.0
24275,0,0.412360506,46,0,0.283486494,3590.0,12,0,2,1.0
24276,0,0.011437131,55,0,0.050941562,39083.0,16,0,1,3.0
24277,1,0.948893095,29,0,0.31467413,2500.0,8,1,0,0.0
24278,1,0.705224633,39,0,0.176735306,7332.0,6,0,0,2.0
24279,0,0.018584913,65,0,0.456108778,5000.0,9,0,1,0.0
24280,0,0.270097869,68,1,2244.0,0.4,13,0,2,0.0
24281,0,0.099457713,37,0,2987.5,1.0,6,0,1,2.0
24282,0,0.013158925,84,0,15.0,199.53,8,0,0,0.0
24283,0,0.12085119,51,0,0.405459816,12417.0,14,0,3,3.0
24284,0,0.031731784,45,0,0.260057902,10016.0,12,0,1,0.0
24285,0,0.503864207,67,0,1.272756308,3130.0,13,0,2,0.0
24286,0,0.27615453,50,0,0.27306723,12300.0,10,0,2,1.0
24287,0,0.039761537,44,0,0.776805799,4000.0,23,0,4,2.0
24288,0,0.194669259,44,0,0.442101436,5500.0,7,0,1,1.0
24289,0,0.108144593,63,0,68.0,0.42,2,0,0,0.0
24290,0,0.807479276,61,0,1.21471173,1005.0,6,0,1,0.0
24291,0,0.9999999,48,0,0.376778162,2600.0,13,9,0,0.0
24292,0,0.02099895,42,0,0.377924063,8506.0,9,0,1,2.0
24293,0,1.001982088,30,1,0.172915073,3920.0,5,0,0,0.0
24294,0,0.001817391,64,0,2088.0,0.02,15,0,1,0.0
24295,0,0.487674883,29,0,0.142857143,4500.0,5,0,0,0.0
24296,0,0.019473239,92,0,41.0,50.03,10,0,0,0.0
24297,0,0.014263308,65,1,0.087489064,8000.0,16,0,1,0.0
24298,0,0.126994228,64,0,0.187633262,4689.0,4,0,1,1.0
24299,0,0.669006619,43,0,0.296378583,4500.0,9,0,0,1.0
24300,0,0.451297668,47,0,0.383075206,14333.0,9,0,3,2.0
24301,0,0.243683277,32,0,0.049323938,5250.0,2,0,0,1.0
24302,0,0.127938547,46,0,0.179682032,10000.0,6,0,2,3.0
24303,0,0.082393618,75,0,854.0,0.17,7,0,1,0.0
24304,0,0.049644608,67,0,0.65897651,2383.0,11,0,1,0.0
24305,0,0.0,48,1,0.143671858,4558.0,8,0,0,0.0
24306,0,0.094259578,39,0,2.232767233,1000.0,18,0,0,0.0
24307,0,0.270660508,55,0,0.38114918,7500.0,5,0,1,3.0
24308,0,0.9999999,42,1,0.002296987,7400.0,1,0,0,3.0
24309,0,0.566762216,57,0,0.466075949,3949.0,4,0,1,0.0
24310,0,0.645834545,46,0,0.224808624,6400.0,8,0,0,4.0
24311,0,0.262810378,66,0,0.244317046,15000.0,19,0,2,0.0
24312,0,0.030024744,64,0,0.554978009,2500.0,11,0,1,0.0
24313,0,0.044120786,68,0,0.249583472,3000.0,11,0,1,1.0
24314,0,0.368713865,39,0,0.431471512,8915.0,10,0,2,2.0
24315,0,0.0,72,0,0.195631825,3204.0,6,0,1,0.0
24316,0,0.058179418,42,0,0.108677826,50000.0,3,0,1,3.0
24317,0,0.193501329,55,0,0.190113757,12218.0,9,0,2,1.0
24318,0,0.007858454,79,0,0.001071352,4666.0,2,0,0,1.0
24319,1,0.964143426,44,1,0.183980484,4918.0,6,0,0,1.0
24320,0,0.53358713,61,0,0.264074179,10568.0,8,0,1,0.0
24321,0,0.0,44,0,1000.0,0.13,5,0,1,2.0
24322,0,0.0,34,0,635.0,0.64,2,0,1,0.0
24323,0,0.063998951,63,0,0.140147024,4216.0,7,0,1,1.0
24324,0,0.117662309,62,0,0.238348653,6200.0,11,0,2,1.0
24325,0,0.006666465,51,0,0.18384841,4432.0,3,0,1,1.0
24326,1,0.948745116,41,1,0.927334796,4100.0,13,1,1,2.0
24327,0,0.072212193,65,0,0.757044125,1880.0,3,0,1,0.0
24328,0,0.013848234,59,0,0.265303972,9490.0,12,0,2,0.0
24329,1,0.156719473,54,0,0.290512669,3393.0,9,0,0,0.0
24330,0,0.032088298,58,0,0.203319779,15000.0,17,0,1,5.0
24331,1,0.482473731,52,2,0.34347275,7100.0,8,2,1,1.0
24332,0,0.600902273,50,1,0.597136349,3072.0,7,0,0,2.0
24333,0,0.9999999,29,0,0.237904838,2500.0,4,0,0,2.0
24334,0,0.041112208,39,0,0.058203246,9672.0,18,0,0,2.0
24335,0,0.999134978,55,0,0.56898467,4500.0,7,0,1,0.0
24336,0,0.621468927,24,0,0.010079194,4166.0,3,0,0,0.0
24337,1,0.236020979,52,0,0.53312,6249.0,12,0,1,1.0
24338,0,0.0,34,0,0.197355534,4083.0,6,0,0,0.0
24339,0,0.140534966,43,0,0.193707506,7500.0,4,0,1,2.0
24340,0,0.668666267,26,0,0.046812515,4250.0,5,0,0,0.0
24341,0,0.221986646,43,0,0.637245233,6083.0,13,0,1,3.0
24342,0,0.109966061,50,0,0.033163903,12000.0,15,0,0,0.0
24343,0,0.490935062,35,0,0.782261849,2130.0,7,0,0,0.0
24344,0,0.021315166,78,0,0.082458771,3334.0,4,0,0,0.0
24345,0,0.161037557,59,0,730.0,0.0,5,0,0,0.0
24346,0,0.023130632,48,0,2165.0,0.0,16,0,2,1.0
24347,0,0.011940089,58,0,0.187389131,6200.0,8,0,1,1.0
24348,1,0.047702369,59,1,2202.0,0.19,20,0,1,0.0
24349,1,0.531490869,44,0,0.373803742,7000.0,10,0,2,5.0
24350,0,0.19583109,85,0,0.026564138,2860.0,7,0,0,0.0
24351,0,0.049334218,64,0,192.0,2.69,4,0,1,0.0
24352,0,0.753346515,52,0,0.265455757,6000.0,6,0,0,1.0
24353,0,0.938025658,44,0,0.901756312,1821.0,8,0,0,2.0
24354,0,0.145553403,39,1,655.0,0.0,6,0,0,2.0
24355,0,0.085274619,63,0,0.148954405,5833.0,34,0,0,0.0
24356,0,0.023097424,68,0,0.238944121,2916.0,11,0,0,0.0
24357,0,0.883839186,66,1,1.487347295,4583.0,25,1,3,0.0
24358,0,0.823188742,47,0,0.475420763,6000.0,6,0,1,1.0
24359,0,0.12045111,25,1,0.149800266,1501.0,6,0,0,0.0
24360,0,0.809551347,38,0,0.332612807,3700.0,14,0,0,0.0
24361,0,0.162951934,55,0,0.3500595,5041.0,6,0,1,1.0
24362,0,0.000419992,77,0,0.0,8333.0,5,0,0,0.0
24363,0,0.001230754,68,0,0.121277282,9300.0,9,0,1,0.0
24364,0,0.099281994,44,0,0.320308985,13333.0,21,0,1,3.0
24365,0,0.024080756,79,0,53.0,0.46,7,0,0,0.0
24366,1,0.231916262,37,0,0.44027986,2000.0,9,0,0,0.0
24367,0,0.852155892,50,0,0.358771298,12500.0,8,0,1,2.0
24368,0,0.000475402,36,0,3737.0,0.06,16,0,1,0.0
24369,0,0.072325532,68,0,0.294170583,10000.0,9,0,3,0.0
24370,0,0.029185402,41,0,0.336295473,3600.0,5,0,1,0.0
24371,0,0.272465942,57,0,0.036481759,2000.0,1,0,0,0.0
24372,0,0.770880728,42,0,3830.0,0.0,8,0,2,2.0
24373,0,0.99743766,61,2,0.901083804,6550.0,11,2,2,0.0
24374,0,0.143571406,39,0,0.255073032,10200.0,9,0,0,1.0
24375,0,0.066899337,26,0,0.381190368,2200.0,13,0,0,0.0
24376,0,0.955022489,53,1,0.520422736,3500.0,7,0,1,0.0
24377,0,0.098387001,50,0,1398.0,0.44,11,0,1,0.0
24378,0,0.013336639,52,0,89.0,324.14,6,0,0,0.0
24379,0,0.096843308,68,0,20.0,2.15,1,0,0,0.0
24380,0,0.000620647,61,0,837.0,0.23,2,0,1,0.0
24381,0,0.0,68,0,0.072363421,11842.0,4,0,1,1.0
24382,0,0.024139682,46,0,0.49770046,5000.0,15,0,2,3.0
24383,1,2.03986711,43,3,0.351429755,2412.0,6,6,0,2.0
24384,0,0.0,39,0,0.440095994,5416.0,6,0,2,2.0
24385,0,0.073578595,58,1,0.414254439,4110.0,6,0,1,0.0
24386,0,0.865442272,70,0,0.505311393,4800.0,15,0,0,0.0
24387,0,0.318386572,50,0,0.428809499,9600.0,14,0,2,2.0
24388,0,0.396320736,39,0,2139.0,0.24,9,0,1,0.0
24389,0,0.27886057,36,1,0.129379735,8447.0,10,3,0,0.0
24390,0,0.289470539,44,0,0.4825614,8916.0,17,0,2,1.0
24391,0,0.9999999,48,0,0.11410382,4083.0,1,0,0,0.0
24392,0,0.545779836,28,0,77.0,0.04,2,0,0,0.0
24393,1,0.609794898,62,3,1077.0,0.46,15,0,0,0.0
24394,0,0.824774841,46,0,1.009247688,4000.0,18,0,0,0.0
24395,0,0.255353113,38,0,0.328534293,5000.0,11,0,1,1.0
24396,0,0.015704837,38,0,0.002499583,6000.0,8,0,0,0.0
24397,0,0.9999999,25,0,0.015151515,1649.0,0,1,0,0.0
24398,0,0.958271154,42,0,0.695806194,8750.0,7,0,2,0.0
24399,0,0.483052344,62,0,0.475383374,6194.0,18,0,1,2.0
24400,0,0.0,78,0,840.0,0.2,10,0,1,0.0
24401,0,0.047916048,49,0,0.009279086,1400.0,7,0,0,0.0
24402,0,0.484695295,36,0,0.237595301,8000.0,13,0,1,0.0
24403,0,0.000831667,84,0,1.0,1370.21,9,0,0,0.0
24404,0,0.223850766,77,0,0.765123226,2677.0,12,0,2,0.0
24405,0,0.0,45,0,0.212913363,14000.0,13,0,3,4.0
24406,0,0.172251101,41,0,0.332066793,10000.0,9,0,1,1.0
24407,0,0.0,66,0,0.459506849,9124.0,13,0,2,3.0
24408,0,0.072119027,80,0,867.0,0.15,7,0,1,0.0
24409,0,0.022799088,83,0,310.0,0.21,4,0,0,0.0
24410,0,0.098150308,66,0,0.007080383,2400.0,4,0,0,0.0
24411,1,0.230977484,36,0,0.606960763,4510.0,15,0,1,0.0
24412,0,0.309042926,45,1,0.467306539,3333.0,11,0,0,0.0
24413,0,0.296445154,42,0,0.755422243,2166.0,16,0,0,0.0
24414,0,0.093348239,33,0,0.176806627,3500.0,4,0,0,1.0
24415,0,0.252131728,53,0,0.158345221,5607.0,6,0,0,2.0
24416,0,0.031519455,42,0,1.05108055,1017.0,8,0,0,0.0
24417,0,0.020423788,42,0,0.416226253,7000.0,11,0,2,1.0
24418,0,0.093393774,36,0,0.323895028,5791.0,10,0,1,0.0
24419,0,0.01843318,69,0,0.005588327,3220.0,3,0,0,1.0
24420,0,0.333929688,42,0,0.504639543,1400.0,5,0,0,0.0
24421,0,0.39837307,62,0,0.527161438,1306.0,6,0,0,0.0
24422,0,0.713154654,31,1,0.179694685,5436.0,10,0,0,0.0
24423,1,0.466808562,47,0,0.607378524,6667.0,10,0,1,1.0
24424,0,0.9999999,49,0,1284.0,0.72,4,0,2,0.0
24425,0,0.158052622,55,0,0.27785841,6200.0,3,0,1,0.0
24426,0,0.012443004,71,0,0.14386137,6116.0,13,0,1,0.0
24427,0,0.009694032,24,0,0.0,897.0,1,0,0,0.0
24428,0,0.004825244,70,0,0.001176125,3400.0,8,0,0,0.0
24429,0,0.002409856,72,0,0.458392649,7726.0,7,0,2,0.0
24430,0,0.989592599,42,0,0.489888869,5488.0,9,0,1,3.0
24431,0,0.032383189,68,0,424.0,0.16,4,0,0,0.0
24432,0,0.10816216,55,0,0.234635382,7500.0,3,0,1,0.0
24433,0,0.537298508,54,0,0.491810253,4700.0,8,0,2,0.0
24434,0,0.048826831,82,0,141.0,0.34,11,0,0,0.0
24435,0,0.9999999,28,0,1716.0,0.01,4,0,1,0.0
24436,0,0.654996751,44,0,0.50272192,9000.0,12,0,1,0.0
24437,0,0.9999999,74,0,0.49478749,1246.0,3,0,0,0.0
24438,0,0.582808196,57,0,0.50392801,7000.0,11,0,2,0.0
24439,0,0.054377974,53,0,1353.0,0.18,10,0,1,0.0
24440,0,0.111714283,51,0,0.350730689,9100.0,13,0,2,0.0
24441,0,0.01050183,54,0,0.640516844,4333.0,23,0,2,1.0
24442,0,0.010871331,61,0,0.028492877,4000.0,13,0,0,0.0
24443,0,0.0,67,0,0.158536585,13775.0,5,0,1,1.0
24444,0,0.139647929,45,2,0.381269788,6000.0,11,0,1,3.0
24445,0,0.133081267,50,0,0.335904027,3500.0,9,0,1,0.0
24446,0,0.467414125,44,0,0.340714174,6412.0,5,0,1,0.0
24447,0,0.307419787,60,0,0.402353379,21500.0,27,0,6,0.0
24448,0,0.004655862,62,0,0.303353755,15832.0,22,0,3,0.0
24449,0,0.194440278,44,0,0.271990272,7400.0,4,0,2,2.0
24450,0,0.250027573,70,1,0.227897839,1017.0,8,1,0,0.0
24451,0,0.022915139,82,0,0.00751729,9976.0,5,0,0,0.0
24452,0,0.138488317,78,0,0.392847164,7157.0,16,0,2,1.0
24453,0,0.675485071,48,0,0.337475991,8850.0,7,0,1,2.0
24454,1,0.152365749,43,0,1.167356227,4833.0,11,0,4,0.0
24455,0,0.601785963,39,0,0.464982352,5382.0,8,0,1,3.0
24456,0,0.029350823,79,0,0.276160853,4500.0,10,0,1,0.0
24457,0,0.18319084,80,0,0.023181625,4701.0,2,0,0,0.0
24458,0,0.028249411,64,0,0.158925224,4800.0,7,0,1,0.0
24459,0,0.08189158,37,0,0.070708856,5656.0,12,1,0,0.0
24460,0,0.688118406,49,0,0.367098865,7403.0,10,0,0,0.0
24461,0,0.338385433,52,0,3111.0,0.03,6,0,2,0.0
24462,0,0.0,57,0,0.481837939,3220.0,13,0,2,0.0
24463,0,0.01631599,58,0,0.410198725,8000.0,9,0,1,3.0
24464,0,0.2885785,65,0,3865.0,0.21,10,0,1,0.0
24465,0,0.905609439,53,1,2143.0,0.13,5,0,1,0.0
24466,0,0.0,44,0,2.101462692,5400.0,10,0,4,1.0
24467,0,0.23072736,60,0,0.154473554,8091.0,16,0,1,0.0
24468,0,0.0,59,0,0.0,1158.1636666666668,1,0,0,0.0
24469,1,0.128655658,50,0,0.179388179,10100.0,12,0,1,0.0
24470,1,1.007763792,61,0,0.168555582,4146.0,4,1,0,2.0
24471,0,0.9999999,39,0,0.231239341,7035.0,4,0,1,2.0
24472,0,0.341953219,61,1,0.398457584,3500.0,8,0,0,1.0
24473,0,0.048743907,59,0,0.420477689,5400.0,7,0,2,0.0
24474,0,0.105643772,69,0,0.266530508,3916.0,10,0,1,0.0
24475,1,0.9999999,69,1,0.230265426,2900.0,4,2,1,0.0
24476,0,0.064736176,48,2,2743.0,0.06,19,0,1,0.0
24477,0,0.65885082,74,0,0.398346056,7859.0,9,0,2,1.0
24478,0,0.030606034,42,0,0.20726652,4100.0,10,0,0,0.0
24479,0,0.02262081,53,0,0.23835233,5000.0,15,0,1,0.0
24480,0,0.063188716,62,0,784.0,0.62,5,0,1,0.0
24481,0,0.29264536,57,0,0.205927884,26484.0,11,0,2,3.0
24482,0,0.298668648,46,0,0.35516784,9800.0,10,0,2,2.0
24483,0,0.012732485,38,0,5.0,338.05,2,0,0,0.0
24484,0,0.016485437,56,0,1525.0,0.21,6,0,1,0.0
24485,0,0.653423105,68,0,0.192972433,7000.0,5,0,0,0.0
24486,0,0.046724032,82,0,0.105398458,3500.0,5,0,0,0.0
24487,0,0.546881009,53,0,0.729131279,16483.0,11,0,4,2.0
24488,0,0.000694425,47,2,0.538730635,2000.0,7,0,1,1.0
24489,0,0.0,38,0,0.637093367,7100.0,10,0,1,0.0
24490,0,0.406857625,50,0,0.332404828,14000.0,6,0,1,1.0
24491,1,0.927301041,66,2,0.326618379,4417.0,6,1,0,0.0
24492,1,0.9999999,24,1,0.148243359,3500.0,2,1,0,0.0
24493,0,0.298394885,52,0,0.167837807,8680.0,7,0,1,2.0
24494,0,0.015538948,63,0,0.00469894,9150.0,5,0,0,0.0
24495,0,0.086960042,59,0,0.335199701,2678.0,9,0,0,0.0
24496,0,0.0,58,0,0.225548563,5878.0,9,0,2,0.0
24497,0,0.9999999,52,0,0.0,3600.0,4,1,0,2.0
24498,0,0.032608422,43,0,0.364481776,20000.0,12,0,2,2.0
24499,0,0.069897343,51,0,0.324307692,14624.0,15,0,1,1.0
24500,0,0.93124794,54,1,3956.0,0.0,8,0,1,0.0
24501,0,0.863926028,38,0,0.419395151,4000.0,6,2,0,2.0
24502,0,0.220750629,63,0,0.507904337,7400.0,12,0,2,0.0
24503,0,0.617913689,50,1,0.637284701,5921.0,16,0,1,1.0
24504,0,0.411469367,61,0,2171.0,0.39,12,0,2,0.0
24505,0,0.917423548,42,3,0.326010707,5416.0,9,0,0,4.0
24506,0,0.013021933,63,0,0.291536278,13740.0,7,0,2,1.0
24507,0,0.030186211,52,0,0.26607659,5535.0,8,0,2,1.0
24508,0,0.767918358,57,0,0.598628751,8896.0,9,0,2,0.0
24509,0,0.158728845,40,0,0.313364674,7444.0,15,0,1,0.0
24510,0,0.009565051,57,0,0.197267577,3000.0,3,0,1,0.0
24511,0,0.136435679,51,0,0.171140681,13000.0,11,1,2,3.0
24512,0,1.037740565,53,2,0.118960347,3000.0,8,0,0,0.0
24513,0,0.262964663,59,0,3548.0,0.01,9,0,2,0.0
24514,0,0.027460708,54,0,0.328033598,6666.0,11,0,2,4.0
24515,0,0.805913153,44,0,0.075205496,8150.0,3,0,0,3.0
24516,0,0.9999999,32,0,0.248560963,1910.0,2,0,0,1.0
24517,0,0.041660898,67,1,1.24910481,10332.0,11,0,5,0.0
24518,0,0.005744375,83,0,0.001175779,1700.0,4,0,0,0.0
24519,0,0.9999999,61,1,1460.0,0.22,3,0,1,0.0
24520,0,0.083573392,30,0,3480.0,0.06,12,0,2,0.0
24521,0,0.615376974,44,0,0.214337966,4100.0,7,0,1,2.0
24522,0,0.732601451,31,0,0.343062775,2500.0,8,0,0,0.0
24523,0,0.014770759,73,0,0.105747533,22600.0,5,0,1,1.0
24524,0,0.028813981,69,0,0.004127868,10416.0,6,0,0,0.0
24525,0,0.944042165,54,1,2546.0,0.29,11,0,2,2.0
24526,0,0.769007248,70,0,0.556475125,10632.0,16,0,3,0.0
24527,0,0.583242047,43,0,0.632096416,3152.0,10,0,1,0.0
24528,0,0.003846006,59,0,0.185109489,6849.0,3,0,1,0.0
24529,0,0.242940565,40,0,1285.0,0.2,6,0,1,0.0
24530,0,0.444477339,66,0,0.478802575,11958.0,35,0,2,0.0
24531,0,0.9999999,39,0,0.048475762,2000.0,1,0,0,1.0
24532,1,1.202247191,48,3,2506.0,0.09,9,0,1,0.0
24533,0,0.109193471,52,1,0.355980003,7800.0,10,1,1,0.0
24534,0,0.006049838,87,0,0.211168008,4100.0,12,0,1,0.0
24535,0,0.044976251,49,0,2686.0,0.07,5,0,1,0.0
24536,0,0.829807022,32,0,0.245512963,4512.0,6,0,0,2.0
24537,1,1.016983017,57,1,0.155837004,1815.0,3,0,0,0.0
24538,0,0.169361717,33,0,640.0,0.96,7,0,1,0.0
24539,0,0.952095808,26,0,0.032989004,3000.0,3,0,0,0.0
24540,0,1.285714286,28,1,0.158436837,3300.0,5,0,0,2.0
24541,0,0.782651969,37,0,0.479304139,3333.0,10,0,0,0.0
24542,0,0.0,30,0,0.225319639,4770.0,8,0,0,0.0
24543,0,0.37159904,55,0,0.382799634,5464.0,17,0,0,1.0
24544,0,0.008719302,35,3,0.032468678,17000.0,4,0,0,2.0
24545,0,0.0,46,0,1364.0,0.48,9,0,1,3.0
24546,0,0.084084528,39,0,0.083569616,6700.0,5,0,1,3.0
24547,0,0.034779304,69,0,0.028553499,6373.0,8,0,1,0.0
24548,0,0.674016335,51,0,0.645694481,3750.0,17,0,0,0.0
24549,0,1.027662056,67,1,655.0,0.14,4,0,0,0.0
24550,0,0.30341935,41,1,0.552205808,9950.0,7,0,4,3.0
24551,0,0.253413862,39,0,0.575738916,6495.0,11,0,3,3.0
24552,0,0.020518143,58,0,0.236727046,1600.0,4,0,0,0.0
24553,0,0.928469757,49,1,0.385060094,6572.0,12,0,0,0.0
24554,0,1.036330609,52,3,0.239106635,4566.0,10,0,1,0.0
24555,0,0.034199023,76,0,0.332977873,3750.0,6,0,1,0.0
24556,0,0.237288136,45,0,0.046784174,10665.0,3,0,0,4.0
24557,1,0.9999999,24,0,0.0,1706.0,0,1,0,0.0
24558,1,0.092838387,39,0,0.378180151,8725.0,11,0,3,1.0
24559,0,0.660130719,30,0,0.062991001,7000.0,5,0,0,3.0
24560,0,0.039489188,61,0,0.006259781,5750.0,4,0,0,0.0
24561,0,0.418223111,43,3,2.007466814,3615.0,13,0,2,1.0
24562,0,0.07891181,61,0,1303.0,0.3,4,0,1,0.0
24563,0,0.069496163,46,0,0.51655905,4800.0,21,0,1,0.0
24564,0,0.021459977,38,0,1.149528706,2333.0,10,0,2,1.0
24565,0,0.375983094,40,0,0.509248459,6000.0,14,0,1,2.0
24566,0,0.973947767,31,0,0.548359052,4600.0,11,0,2,2.0
24567,0,0.017749113,49,0,0.659456371,12250.0,10,1,4,0.0
24568,0,0.079983833,60,0,0.144039994,6400.0,8,0,1,1.0
24569,0,0.654211301,37,0,0.26991654,10543.0,10,0,3,0.0
24570,0,0.095808383,43,0,2496.0,0.11,12,0,2,5.0
24571,0,0.546287809,50,0,0.451457976,2914.0,8,0,3,2.0
24572,0,0.387811634,64,0,0.37142078,11000.0,11,0,2,0.0
24573,0,0.13959408,62,2,0.212308883,5166.0,12,0,0,1.0
24574,0,0.470417299,47,0,0.691861628,5000.0,8,0,2,1.0
